age,job,marital,education,balance,housing,loan,day,month,duration,contact_count,previous,outcome
34,technician,divorced,secondary,27,1,0,26,5,133,3,0,0
52,entrepreneur,divorced,secondary,-99,0,1,26,5,91,3,0,0
32,blue-collar,divorced,secondary,3,1,0,26,5,114,3,0,0
29,management,single,tertiary,54,1,1,26,5,257,3,0,0
48,technician,married,secondary,302,1,0,26,5,208,3,0,0
34,management,married,tertiary,2287,1,0,26,5,895,4,0,1
37,blue-collar,married,primary,-88,1,0,26,5,225,1,0,0
35,management,married,secondary,291,1,0,26,5,327,1,0,0
45,blue-collar,divorced,secondary,77,1,0,26,5,99,3,0,0
31,services,married,secondary,-68,1,0,26,5,293,4,0,0
38,entrepreneur,divorced,tertiary,504,1,0,26,5,68,3,0,0
31,admin.,divorced,secondary,-579,1,0,26,5,150,1,0,0
26,blue-collar,single,secondary,381,1,0,26,5,504,2,0,0
37,admin.,married,secondary,-498,1,1,26,5,175,1,0,0
39,technician,married,secondary,501,0,0,26,5,289,1,0,0
34,services,married,secondary,-196,1,1,26,5,16,1,0,0
29,management,married,secondary,5284,1,0,26,5,321,1,0,0
53,blue-collar,single,secondary,105,1,0,26,5,239,3,0,0
49,admin.,divorced,secondary,283,1,0,26,5,614,2,0,0
34,blue-collar,divorced,secondary,-566,1,0,26,5,248,2,0,0
31,technician,married,secondary,-576,1,0,26,5,93,2,0,0
28,blue-collar,married,secondary,0,1,0,26,5,245,3,0,0
33,admin.,married,secondary,-167,1,0,26,5,121,1,0,0
33,services,married,secondary,0,1,0,26,5,192,6,0,0
24,technician,single,secondary,-256,1,0,26,5,110,2,0,0
34,management,single,tertiary,1640,1,0,26,5,160,3,0,0
48,management,divorced,tertiary,1492,1,0,26,5,249,2,0,0
34,unemployed,single,secondary,1928,1,0,26,5,140,2,0,0
35,technician,married,secondary,23,1,0,26,5,147,1,0,0
43,blue-collar,married,primary,-476,1,0,26,5,16,1,0,0
35,services,married,secondary,437,1,0,26,5,240,1,0,0
59,technician,married,secondary,-247,1,0,26,5,131,1,0,0
42,blue-collar,married,secondary,-921,1,0,26,5,115,2,0,0
35,technician,single,secondary,-158,0,0,26,5,349,2,0,0
54,technician,married,tertiary,-800,1,0,26,5,445,2,0,0
50,services,married,secondary,517,1,0,26,5,420,2,0,0
44,technician,married,secondary,-199,0,0,26,5,144,3,0,0
23,management,married,tertiary,175,1,0,26,5,796,1,0,0
39,entrepreneur,married,secondary,283,1,0,26,5,126,2,0,0
56,retired,married,secondary,74,1,0,26,5,152,2,0,0
27,technician,single,secondary,1693,1,0,26,5,101,2,0,0
31,management,single,tertiary,-307,1,1,26,5,91,2,0,0
29,student,single,tertiary,0,0,0,26,5,52,3,0,0
43,blue-collar,married,secondary,607,1,0,26,5,172,2,0,0
28,management,married,tertiary,328,0,0,26,5,471,1,0,0
46,blue-collar,married,secondary,494,1,0,26,5,724,1,0,0
36,services,married,secondary,1746,1,0,26,5,99,1,0,0
28,technician,single,tertiary,1050,1,0,26,5,293,1,0,0
38,admin.,divorced,secondary,198,1,0,26,5,431,2,0,1
31,technician,married,tertiary,-502,1,1,26,5,523,2,0,0
40,services,married,secondary,-626,1,0,26,5,147,2,0,0
40,blue-collar,married,primary,104,1,0,26,5,470,2,0,0
32,technician,married,secondary,-91,1,0,26,5,95,2,0,0
39,management,married,tertiary,21111,1,0,26,5,695,4,0,0
28,admin.,single,secondary,460,1,0,26,5,741,6,0,1
54,blue-collar,married,secondary,-69,1,0,26,5,135,2,0,0
31,technician,married,secondary,1032,1,0,26,5,70,6,0,0
41,admin.,divorced,secondary,-140,1,0,26,5,472,3,0,0
38,technician,married,secondary,6,1,0,26,5,113,4,0,0
30,unemployed,single,tertiary,306,0,0,26,5,372,14,0,0
57,services,divorced,secondary,1024,1,0,26,5,360,6,0,0
30,technician,single,tertiary,975,1,0,26,5,603,1,0,0
40,admin.,married,secondary,1327,1,1,26,5,76,2,0,0
43,blue-collar,married,primary,-93,1,0,26,5,402,2,0,0
35,blue-collar,married,primary,442,1,0,26,5,129,3,0,0
38,unemployed,married,tertiary,1449,0,0,26,5,535,6,0,0
44,blue-collar,married,primary,-544,1,1,26,5,181,3,0,0
43,management,married,tertiary,-69,1,0,26,5,48,2,0,0
37,services,married,secondary,1785,1,0,26,5,912,4,0,0
35,technician,divorced,secondary,-94,1,0,26,5,114,2,0,0
33,blue-collar,married,secondary,941,1,0,26,5,218,2,0,0
43,admin.,married,secondary,-204,1,0,26,5,163,2,0,0
33,technician,married,tertiary,480,1,0,26,5,169,4,0,0
31,management,divorced,tertiary,1145,1,0,26,5,1272,4,0,1
32,technician,married,secondary,782,1,0,26,5,116,4,0,0
28,blue-collar,married,secondary,339,1,0,26,5,100,2,0,0
36,technician,married,secondary,4587,0,0,26,5,271,4,0,0
33,blue-collar,married,primary,1050,1,0,26,5,304,4,0,0
37,blue-collar,married,secondary,1147,1,1,26,5,114,2,0,0
39,blue-collar,married,primary,879,1,0,26,5,102,2,0,0
45,blue-collar,married,secondary,0,1,0,26,5,112,2,0,0
44,admin.,married,secondary,0,0,0,26,5,85,3,0,0
53,blue-collar,married,secondary,974,1,0,26,5,197,2,0,0
47,blue-collar,married,secondary,-614,1,0,26,5,118,2,0,0
59,management,married,primary,252,1,1,26,5,103,2,0,0
27,admin.,married,secondary,953,1,0,26,5,340,2,0,0
45,management,married,secondary,5888,1,0,26,5,45,5,0,0
30,services,married,secondary,129,1,0,26,5,1446,7,0,1
40,blue-collar,married,secondary,5880,1,0,26,5,125,6,0,0
33,management,married,tertiary,403,1,0,26,5,114,2,0,0
30,admin.,married,secondary,1265,1,1,26,5,414,2,0,1
26,admin.,married,tertiary,685,1,0,26,5,346,2,0,0
45,management,divorced,tertiary,-901,1,0,26,5,86,3,0,0
33,management,single,secondary,99,1,0,26,5,160,11,0,0
28,technician,single,secondary,541,1,0,26,5,157,3,0,0
44,blue-collar,married,primary,3057,1,0,26,5,98,4,0,0
58,blue-collar,married,secondary,343,1,0,26,5,265,4,0,0
46,management,single,tertiary,479,1,0,26,5,34,3,0,0
48,blue-collar,married,secondary,2697,1,1,26,5,79,5,0,0
24,management,single,tertiary,66,1,0,26,5,109,2,0,0
35,technician,divorced,secondary,303,1,1,26,5,454,3,0,0
33,technician,married,secondary,168,1,0,26,5,238,2,0,0
37,blue-collar,married,primary,-196,1,0,26,5,166,2,0,0
33,management,single,secondary,0,1,0,26,5,816,2,0,0
23,blue-collar,married,secondary,-213,1,1,26,5,87,2,0,0
33,admin.,single,secondary,4436,1,0,26,5,81,6,0,0
31,blue-collar,married,secondary,27,1,1,26,5,109,5,0,0
29,technician,single,secondary,1612,1,0,26,5,375,2,0,0
43,technician,divorced,secondary,87,1,0,26,5,51,2,0,0
32,unemployed,married,primary,9894,1,0,26,5,118,4,0,0
37,technician,married,secondary,4030,1,0,26,5,178,5,0,0
26,blue-collar,single,secondary,339,1,0,26,5,165,5,0,0
49,technician,married,secondary,-215,1,0,26,5,155,2,0,0
39,management,single,tertiary,26,1,1,26,5,304,4,0,0
27,self-employed,married,secondary,-220,1,0,26,5,138,2,0,0
33,technician,single,secondary,440,1,0,26,5,250,2,0,0
46,management,divorced,tertiary,25,0,0,26,5,103,2,0,0
31,services,single,secondary,0,1,0,26,5,223,2,0,0
54,retired,married,secondary,-152,1,1,26,5,14,11,0,0
59,services,married,secondary,-22,1,0,26,5,748,3,0,1
24,blue-collar,married,secondary,685,1,0,26,5,896,3,0,1
33,blue-collar,married,secondary,-367,1,1,26,5,221,2,0,0
28,technician,single,secondary,289,1,0,26,5,83,1,0,0
34,services,married,secondary,1414,1,0,26,5,192,4,0,0
53,management,married,primary,-421,1,0,26,5,543,4,0,0
45,blue-collar,married,secondary,607,1,0,26,5,398,7,0,0
28,technician,single,secondary,576,1,1,26,5,158,4,0,0
49,blue-collar,married,primary,365,0,0,26,5,59,2,0,0
35,blue-collar,married,secondary,1209,1,0,26,5,304,3,0,0
32,blue-collar,married,primary,5151,1,1,26,5,185,4,0,0
43,services,married,primary,448,1,0,26,5,118,6,0,0
29,self-employed,married,secondary,0,0,0,26,5,469,2,0,0
54,management,single,tertiary,1464,1,1,26,5,425,4,0,0
39,entrepreneur,married,tertiary,36,1,0,26,5,488,3,0,0
32,technician,single,secondary,4110,1,0,26,5,232,3,0,0
26,services,single,secondary,901,1,0,26,5,764,2,0,1
31,unemployed,married,secondary,314,1,0,26,5,149,7,0,0
52,blue-collar,divorced,secondary,306,1,0,26,5,63,3,0,0
32,technician,married,tertiary,1037,1,0,26,5,125,3,0,0
41,blue-collar,married,primary,-571,1,1,26,5,207,4,0,0
40,technician,married,secondary,96,1,1,26,5,29,2,0,0
45,blue-collar,married,secondary,-376,1,0,26,5,162,4,0,0
37,blue-collar,married,primary,445,1,0,26,5,159,2,0,0
34,blue-collar,married,primary,60,1,0,26,5,23,10,0,0
31,blue-collar,single,secondary,823,0,0,26,5,174,3,0,0
42,admin.,divorced,secondary,-551,1,1,26,5,147,6,0,0
23,services,married,secondary,0,1,1,26,5,90,5,0,0
37,management,married,tertiary,23,1,0,26,5,409,2,0,0
32,blue-collar,single,secondary,70,1,0,26,5,118,6,0,0
39,blue-collar,married,secondary,474,1,1,26,5,219,4,0,0
31,blue-collar,single,secondary,3201,1,0,26,5,96,5,0,0
32,blue-collar,married,primary,4,1,0,26,5,76,5,0,0
59,retired,married,primary,0,1,0,26,5,104,7,0,0
31,unemployed,single,secondary,-186,1,0,26,5,172,3,0,0
45,technician,divorced,secondary,159,1,0,26,5,66,3,0,0
36,technician,married,secondary,452,1,0,26,5,113,5,0,0
33,blue-collar,married,secondary,61,1,0,26,5,129,3,0,0
34,blue-collar,married,primary,6575,1,0,26,5,405,4,0,0
48,management,married,secondary,2294,1,0,26,5,251,11,0,0
55,blue-collar,single,primary,39,1,0,26,5,128,5,0,0
33,admin.,divorced,secondary,392,1,1,26,5,245,3,0,0
28,services,single,secondary,-358,1,0,26,5,253,2,0,0
34,blue-collar,married,primary,1255,1,1,26,5,188,7,0,0
33,blue-collar,married,secondary,-271,1,1,26,5,118,2,0,0
60,retired,married,primary,-382,1,0,26,5,140,2,0,0
39,blue-collar,married,primary,2805,1,0,26,5,102,23,0,0
35,blue-collar,married,secondary,229,0,0,26,5,435,3,0,0
38,blue-collar,married,primary,2366,1,0,26,5,97,4,0,0
28,student,single,secondary,4716,1,0,26,5,329,2,0,0
48,blue-collar,married,secondary,1631,1,0,26,5,51,5,0,0
37,blue-collar,single,secondary,3344,1,0,26,5,85,5,0,0
32,admin.,divorced,secondary,-331,1,1,26,5,130,3,0,0
30,services,single,tertiary,108,1,0,26,5,282,8,0,0
37,management,single,tertiary,337,1,0,26,5,777,5,0,0
24,management,single,tertiary,553,1,0,26,5,249,1,0,0
30,blue-collar,single,secondary,3532,1,0,26,5,279,5,0,0
33,services,married,secondary,2065,1,1,26,5,241,2,0,0
33,management,married,tertiary,133,1,0,26,5,308,4,0,0
34,management,single,tertiary,72,1,0,26,5,118,2,0,0
43,services,married,secondary,278,1,0,26,5,14,20,0,0
41,services,married,secondary,2085,1,0,26,5,125,4,0,0
34,blue-collar,married,secondary,247,1,1,26,5,193,5,0,0
46,technician,divorced,secondary,1,1,1,26,5,200,3,0,0
32,technician,single,secondary,6471,1,1,26,5,349,4,0,0
35,blue-collar,married,primary,77,1,0,26,5,282,3,0,0
27,technician,married,secondary,639,1,0,26,5,633,1,0,0
36,blue-collar,married,secondary,-870,1,0,26,5,102,2,0,0
52,blue-collar,married,primary,-63,1,0,26,5,560,4,0,0
47,management,married,tertiary,-1379,1,0,27,5,114,3,0,0
34,management,married,tertiary,4131,1,0,27,5,172,7,0,0
38,entrepreneur,single,tertiary,-281,1,0,27,5,85,16,0,0
24,blue-collar,married,secondary,9,1,0,27,5,292,7,0,0
50,technician,single,secondary,-463,1,0,27,5,269,3,0,0
36,blue-collar,married,secondary,3935,1,1,27,5,220,6,0,0
37,entrepreneur,married,secondary,35,1,1,27,5,73,6,0,0
51,blue-collar,married,primary,51,0,0,27,5,121,2,0,0
40,blue-collar,single,secondary,0,1,0,27,5,59,4,0,0
39,technician,married,secondary,7137,1,0,27,5,151,7,0,0
38,services,single,secondary,0,1,0,27,5,166,2,0,0
43,management,single,secondary,109,1,0,27,5,64,3,0,0
50,technician,married,secondary,-157,1,0,27,5,353,3,0,0
35,unemployed,married,tertiary,226,0,0,27,5,322,5,0,0
49,management,married,secondary,6758,1,1,27,5,67,3,0,0
36,blue-collar,married,secondary,-185,1,0,27,5,163,2,0,0
47,technician,divorced,tertiary,48,0,0,27,5,27,2,0,0
54,management,married,tertiary,1353,1,0,27,5,119,2,0,0
48,admin.,married,primary,3,1,0,27,5,148,4,0,0
43,admin.,married,secondary,429,1,0,27,5,222,4,0,0
49,blue-collar,married,secondary,134,1,1,27,5,265,2,0,0
32,admin.,single,secondary,-15,0,0,27,5,214,2,0,0
42,admin.,married,secondary,208,1,0,27,5,75,2,0,0
38,blue-collar,married,primary,27,1,0,27,5,62,4,0,0
44,blue-collar,divorced,secondary,-222,1,0,27,5,112,3,0,0
31,management,married,tertiary,91,0,0,27,5,145,2,0,0
30,admin.,married,tertiary,612,1,0,27,5,220,6,0,0
38,management,divorced,tertiary,5455,1,0,27,5,204,3,0,0
60,entrepreneur,divorced,secondary,1307,1,0,27,5,328,11,0,0
35,management,married,tertiary,4038,1,1,27,5,160,6,0,0
29,blue-collar,married,secondary,2776,1,0,27,5,233,1,0,0
43,services,married,secondary,0,1,0,27,5,129,1,0,0
36,admin.,married,secondary,0,1,0,27,5,578,2,0,0
29,blue-collar,married,primary,1016,1,0,27,5,33,1,0,0
53,technician,married,secondary,87,1,0,27,5,183,9,0,0
38,technician,married,secondary,508,1,0,27,5,565,2,0,0
59,retired,single,secondary,351,1,0,27,5,1063,5,0,1
28,blue-collar,single,secondary,352,1,1,27,5,125,3,0,0
36,services,single,secondary,203,1,0,27,5,193,5,0,0
40,admin.,married,primary,189,1,0,27,5,160,2,0,0
36,management,married,tertiary,293,1,0,27,5,287,4,0,0
58,management,divorced,tertiary,-197,1,0,27,5,277,4,0,0
49,self-employed,married,primary,489,1,0,27,5,84,4,0,0
43,blue-collar,married,primary,-124,1,0,27,5,47,5,0,0
55,technician,married,secondary,150,1,1,27,5,285,1,0,0
35,blue-collar,married,secondary,-185,1,1,27,5,130,2,0,0
50,blue-collar,married,secondary,74,1,1,27,5,146,1,0,0
48,blue-collar,married,secondary,653,1,0,27,5,24,1,0,0
28,services,single,tertiary,737,1,1,27,5,955,1,0,0
34,services,single,secondary,-92,1,0,27,5,236,1,0,0
37,blue-collar,married,secondary,132,0,0,27,5,336,2,0,0
33,technician,divorced,secondary,-119,1,0,27,5,150,1,0,0
58,admin.,married,secondary,92,1,0,27,5,180,1,0,0
44,blue-collar,single,secondary,-215,1,0,27,5,163,2,0,0
49,technician,married,secondary,-849,1,1,27,5,197,1,0,0
28,blue-collar,married,primary,32,1,0,27,5,218,1,0,0
39,technician,married,secondary,214,1,0,27,5,386,11,0,0
26,admin.,married,secondary,3160,1,0,27,5,154,1,0,0
31,blue-collar,married,primary,0,1,0,27,5,159,2,0,0
32,blue-collar,married,secondary,-1500,1,0,27,5,157,2,0,0
52,admin.,married,secondary,876,0,0,27,5,227,3,0,0
32,services,married,secondary,-124,0,0,27,5,116,1,0,0
28,entrepreneur,married,secondary,8,1,0,27,5,1297,1,0,0
32,management,married,tertiary,3517,1,0,27,5,57,5,0,0
28,blue-collar,married,primary,46,1,0,27,5,205,3,0,0
53,technician,married,secondary,-725,1,0,27,5,1205,1,0,1
33,technician,single,secondary,810,1,0,27,5,133,1,0,0
39,management,single,tertiary,-50,1,0,27,5,59,1,0,0
37,technician,married,secondary,-21,1,0,27,5,229,2,0,0
37,services,married,secondary,-24,1,0,27,5,147,1,0,0
45,blue-collar,married,secondary,-302,1,0,27,5,78,1,0,0
31,blue-collar,married,secondary,557,1,1,27,5,185,1,0,0
32,blue-collar,married,secondary,-238,1,0,27,5,427,1,0,0
34,blue-collar,married,primary,-106,1,0,27,5,237,1,0,0
39,housemaid,married,primary,-44,1,0,27,5,228,1,0,0
56,blue-collar,married,primary,373,1,0,27,5,269,1,0,0
32,technician,single,secondary,535,1,1,27,5,156,2,0,0
31,technician,married,secondary,169,1,0,27,5,143,1,0,0
43,admin.,married,secondary,372,1,0,27,5,162,1,0,0
33,technician,married,secondary,-1040,1,1,27,5,130,1,0,0
23,admin.,married,secondary,836,1,0,27,5,674,1,0,0
32,admin.,married,secondary,17,1,0,27,5,123,1,0,0
32,management,divorced,tertiary,-634,1,1,27,5,275,1,0,0
39,blue-collar,married,secondary,-131,1,1,27,5,232,1,0,0
39,services,single,secondary,326,1,0,27,5,115,1,0,0
30,entrepreneur,single,primary,0,1,1,27,5,1051,1,0,1
46,management,married,primary,-268,1,0,27,5,99,1,0,0
29,technician,single,secondary,115,0,0,27,5,340,1,0,0
51,blue-collar,married,primary,-26,1,0,27,5,47,1,0,0
46,blue-collar,married,secondary,-371,1,0,27,5,138,1,0,0
31,admin.,single,secondary,4388,1,0,27,5,182,2,0,0
40,blue-collar,married,primary,-335,1,0,27,5,260,1,0,0
26,technician,divorced,tertiary,3154,1,1,27,5,121,1,0,0
32,admin.,married,secondary,-458,0,0,27,5,143,1,0,0
27,admin.,married,secondary,1475,1,0,27,5,472,1,0,0
36,services,divorced,secondary,-330,1,1,27,5,207,2,0,0
27,admin.,single,secondary,0,1,0,27,5,265,1,0,0
56,management,divorced,tertiary,408,1,0,27,5,274,1,0,0
28,blue-collar,married,secondary,110,1,0,27,5,420,1,0,0
34,management,married,secondary,-294,1,0,27,5,532,2,0,0
34,blue-collar,married,secondary,-61,1,0,27,5,128,1,0,0
45,technician,divorced,secondary,23,1,0,27,5,62,4,0,0
40,admin.,married,secondary,3087,1,1,27,5,185,1,0,0
25,blue-collar,single,secondary,-187,1,1,27,5,275,4,0,0
32,admin.,single,secondary,146,0,0,27,5,111,10,0,0
28,management,single,tertiary,939,1,0,27,5,740,1,0,1
33,blue-collar,married,primary,1217,1,0,27,5,271,3,0,0
32,blue-collar,married,primary,-11,1,0,27,5,776,1,0,0
38,admin.,divorced,secondary,-212,1,0,27,5,78,2,0,0
23,admin.,single,secondary,345,1,0,27,5,330,2,0,0
22,technician,single,secondary,356,1,0,27,5,518,2,0,0
56,retired,divorced,secondary,-663,1,0,27,5,243,2,0,0
35,blue-collar,single,secondary,-482,1,0,27,5,472,1,0,0
33,services,divorced,secondary,991,1,0,27,5,148,1,0,0
30,blue-collar,married,secondary,501,1,1,27,5,514,1,0,0
34,admin.,married,secondary,256,0,0,27,5,388,2,0,0
59,retired,married,secondary,-48,1,0,27,5,224,1,0,0
26,admin.,married,secondary,1641,1,0,27,5,118,1,0,0
42,admin.,married,secondary,818,1,0,27,5,255,1,0,0
48,blue-collar,married,secondary,154,1,0,27,5,70,3,0,0
31,services,married,secondary,-641,1,1,27,5,296,2,0,0
28,entrepreneur,single,tertiary,219,1,0,27,5,257,1,0,0
36,admin.,married,secondary,1867,1,1,27,5,243,2,0,0
39,blue-collar,married,primary,34,1,0,27,5,114,1,0,0
35,technician,married,tertiary,712,1,0,27,5,73,2,0,0
28,management,single,tertiary,0,1,0,27,5,290,1,0,0
32,technician,married,tertiary,168,0,0,27,5,86,1,0,0
28,blue-collar,single,secondary,1025,1,0,27,5,168,1,0,0
34,blue-collar,married,secondary,457,1,1,27,5,188,1,0,0
51,blue-collar,married,primary,109,1,0,27,5,106,2,0,0
50,management,married,secondary,-44,1,0,27,5,45,1,0,0
49,unemployed,married,primary,-384,1,0,27,5,25,1,0,0
36,management,single,tertiary,3875,1,0,27,5,21,5,0,0
55,technician,married,secondary,1004,1,1,27,5,224,1,0,0
58,management,divorced,tertiary,-71,0,0,27,5,114,1,0,0
41,services,married,secondary,33,1,1,27,5,82,1,0,0
29,admin.,single,tertiary,2904,1,0,27,5,33,1,0,0
36,entrepreneur,married,tertiary,271,1,0,27,5,322,2,0,0
24,admin.,single,secondary,-507,1,0,27,5,446,1,0,0
31,management,single,tertiary,1411,1,0,27,5,121,4,0,0
30,management,single,tertiary,3773,1,0,27,5,99,1,0,0
24,technician,single,tertiary,1954,1,1,27,5,78,1,0,0
36,blue-collar,married,primary,244,1,0,27,5,70,2,0,0
51,blue-collar,divorced,secondary,216,1,0,27,5,213,2,0,0
23,blue-collar,single,primary,-627,1,1,27,5,115,1,0,0
26,blue-collar,single,primary,619,1,1,27,5,305,1,0,0
29,services,single,tertiary,2564,1,0,27,5,306,2,0,0
41,self-employed,married,primary,-8,1,0,27,5,643,2,0,0
35,services,married,secondary,505,1,1,27,5,371,2,0,0
42,services,married,secondary,-43,1,1,27,5,363,3,0,0
29,services,married,secondary,1057,1,0,27,5,179,1,0,0
34,entrepreneur,married,secondary,-139,1,1,27,5,492,2,0,0
34,management,single,tertiary,13,1,0,27,5,222,2,0,0
58,retired,married,primary,90,1,0,27,5,144,1,0,0
31,blue-collar,married,secondary,203,1,0,27,5,426,2,0,0
32,management,married,tertiary,-383,1,0,27,5,241,1,0,0
56,management,divorced,tertiary,-676,1,1,27,5,181,1,0,0
34,blue-collar,single,secondary,1698,1,0,27,5,39,7,0,0
30,blue-collar,married,secondary,-269,1,0,27,5,293,2,0,0
31,management,single,tertiary,2124,1,0,27,5,316,2,0,0
28,student,single,secondary,4793,0,0,27,5,151,1,0,0
57,management,single,tertiary,33,1,0,27,5,132,1,0,0
35,blue-collar,single,primary,21,1,0,27,5,129,1,0,0
46,technician,divorced,secondary,119,1,0,27,5,106,1,0,0
51,management,married,tertiary,0,0,0,27,5,68,5,0,0
38,blue-collar,married,primary,315,1,0,27,5,173,3,0,0
33,services,divorced,secondary,-395,1,0,27,5,161,2,0,0
21,blue-collar,married,secondary,223,1,0,27,5,155,1,0,0
38,technician,single,secondary,145,1,0,27,5,109,2,0,0
49,admin.,divorced,secondary,333,1,0,27,5,36,3,0,0
54,blue-collar,married,primary,3170,1,0,27,5,62,4,0,0
42,admin.,single,secondary,-847,1,0,27,5,137,2,0,0
44,blue-collar,divorced,primary,68,1,0,27,5,310,1,0,0
31,services,married,secondary,-704,1,0,27,5,195,2,0,0
52,technician,divorced,secondary,388,1,1,27,5,139,1,0,0
27,self-employed,single,tertiary,270,1,0,27,5,470,2,0,0
33,blue-collar,married,secondary,-241,1,1,27,5,169,1,0,0
40,technician,married,secondary,56,1,1,27,5,223,1,0,0
57,housemaid,married,primary,411,1,0,27,5,104,3,0,0
52,services,married,primary,-585,1,1,27,5,201,2,0,0
30,technician,single,secondary,1534,1,0,27,5,596,1,0,0
25,blue-collar,single,secondary,-143,1,1,27,5,90,1,0,0
36,admin.,married,secondary,68,1,1,27,5,157,1,0,0
51,blue-collar,single,secondary,936,1,0,27,5,253,16,0,0
32,admin.,single,secondary,13,1,0,27,5,88,2,0,0
44,admin.,divorced,secondary,-88,1,0,27,5,600,2,0,0
26,technician,divorced,secondary,21,1,0,27,5,133,1,0,0
54,admin.,divorced,secondary,-288,1,0,27,5,138,2,0,0
27,blue-collar,single,secondary,87,1,0,27,5,43,1,0,0
37,admin.,married,secondary,274,1,0,27,5,731,3,0,1
30,services,married,secondary,357,1,0,27,5,659,4,0,0
46,technician,married,secondary,-337,1,0,27,5,112,1,0,0
36,services,single,secondary,-455,0,0,27,5,124,1,0,0
46,blue-collar,married,primary,258,1,0,27,5,217,1,0,0
36,technician,married,secondary,474,1,0,27,5,59,1,0,0
31,blue-collar,married,secondary,66,0,0,27,5,121,1,0,0
35,services,married,secondary,74,1,0,27,5,112,1,0,0
25,blue-collar,single,secondary,2354,0,1,27,5,98,1,0,0
30,management,married,tertiary,0,1,0,27,5,175,1,0,0
44,technician,divorced,secondary,1196,1,0,27,5,202,1,0,0
34,technician,single,secondary,486,1,0,27,5,185,1,0,0
34,blue-collar,married,secondary,-76,1,0,27,5,170,1,0,0
32,admin.,married,secondary,-370,1,0,27,5,98,1,0,0
40,management,divorced,tertiary,290,1,0,27,5,184,1,0,0
31,blue-collar,single,secondary,116,1,0,27,5,261,1,0,0
29,admin.,single,secondary,915,1,0,27,5,103,1,0,0
33,blue-collar,married,secondary,0,1,0,27,5,190,1,0,0
47,admin.,divorced,secondary,-407,1,0,27,5,46,1,0,0
31,services,married,secondary,-214,1,0,27,5,198,1,0,0
29,blue-collar,married,primary,715,1,0,27,5,170,1,0,0
31,admin.,single,secondary,-302,1,1,27,5,235,5,0,0
34,admin.,single,secondary,88,1,0,27,5,169,2,0,0
28,student,single,tertiary,737,1,0,27,5,125,1,0,0
42,admin.,married,primary,1547,1,1,27,5,272,3,0,0
29,blue-collar,married,secondary,975,1,0,27,5,265,2,0,0
53,self-employed,married,primary,6,1,0,27,5,233,2,0,0
39,blue-collar,married,secondary,459,1,0,27,5,307,2,0,0
33,management,divorced,tertiary,723,1,0,27,5,246,1,0,0
31,management,married,tertiary,1230,1,0,27,5,290,4,0,0
34,services,married,secondary,0,0,0,27,5,56,2,0,0
43,unemployed,divorced,secondary,700,1,0,27,5,259,1,0,0
33,blue-collar,married,tertiary,22,1,0,27,5,375,1,0,0
33,admin.,divorced,secondary,479,1,0,27,5,74,5,0,0
34,blue-collar,married,secondary,1575,1,0,27,5,148,3,0,0
26,blue-collar,single,secondary,592,1,1,27,5,174,1,0,0
42,blue-collar,married,secondary,3052,1,0,27,5,32,1,0,0
40,blue-collar,married,primary,-56,1,0,27,5,316,1,0,0
33,blue-collar,married,primary,-159,1,0,27,5,332,1,0,0
39,blue-collar,married,primary,1135,1,0,27,5,35,1,0,0
24,self-employed,single,tertiary,2984,1,0,27,5,935,1,0,1
30,unemployed,married,secondary,-98,1,0,27,5,173,1,0,0
49,management,married,tertiary,1304,1,0,27,5,144,1,0,0
33,services,married,secondary,684,1,0,27,5,474,1,0,0
39,management,divorced,tertiary,-999,1,0,27,5,313,1,0,0
30,blue-collar,married,secondary,1196,0,0,27,5,147,1,0,0
49,technician,married,secondary,-353,1,1,27,5,123,2,0,0
60,technician,married,tertiary,1626,1,1,27,5,395,2,0,0
43,technician,single,secondary,33,1,0,27,5,93,10,0,0
33,entrepreneur,married,secondary,-118,1,1,27,5,421,3,0,0
30,entrepreneur,married,secondary,1539,1,1,27,5,166,9,0,0
24,blue-collar,single,secondary,-438,1,0,27,5,410,1,0,0
48,management,divorced,tertiary,108,1,0,27,5,89,2,0,0
26,admin.,married,secondary,0,0,0,27,5,755,1,0,0
31,admin.,married,secondary,3052,1,1,27,5,139,2,0,0
36,management,married,tertiary,0,1,0,27,5,145,2,0,0
36,management,married,tertiary,-825,0,0,27,5,95,1,0,0
31,blue-collar,single,secondary,1000,1,1,27,5,191,1,0,0
53,admin.,divorced,secondary,-120,1,0,27,5,211,1,0,0
32,management,married,tertiary,124,0,0,27,5,193,1,0,0
47,technician,married,tertiary,-512,1,1,27,5,220,2,0,0
34,management,single,primary,212,0,0,27,5,88,1,0,0
43,management,divorced,tertiary,3257,1,0,27,5,120,2,0,0
42,services,married,secondary,-437,1,1,27,5,318,1,0,0
34,admin.,married,secondary,-549,1,1,27,5,405,1,0,0
30,admin.,single,secondary,-213,1,1,27,5,751,1,0,1
31,management,single,tertiary,-429,1,1,27,5,207,1,0,0
52,technician,married,secondary,2001,1,0,27,5,95,4,0,0
27,admin.,single,secondary,1391,1,0,27,5,319,1,0,0
51,technician,married,secondary,-1042,1,0,27,5,272,2,0,0
38,management,single,tertiary,16957,1,0,27,5,142,2,0,0
41,admin.,divorced,secondary,348,1,0,27,5,233,3,0,0
60,technician,divorced,tertiary,-317,1,0,27,5,498,1,0,0
53,blue-collar,married,primary,1715,1,1,27,5,27,1,0,0
56,retired,divorced,primary,-154,1,0,27,5,127,1,0,0
